Date,Price,Open,High,Low,Vol.,Change %
2022-04-02,99.21333333333334,99.07333333333334,100.81333333333333,96.42333333333333,129550.0,0.9199999999999998
2022-04-03,100.52666666666667,98.37666666666667,101.62666666666667,96.62666666666667,126550.0,2.4699999999999998
2022-04-04,101.84,97.68,102.44,96.83,123550.0,4.02
2022-04-05,100.68,102.16,104.07,98.63,107310.0,-1.14
2022-04-06,95.41,99.95,102.63,94.93,159990.0,-5.23
2022-04-07,95.51,96.29,97.95,93.21,168760.0,0.1
2022-04-08,97.73,96.31,98.12,94.72,135350.0,2.32
2022-04-09,96.46000000000001,96.82000000000001,98.06333333333333,94.01333333333334,142423.33333333334,0.2466666666666666
2022-04-10,95.19,97.33,98.00666666666667,93.30666666666666,149496.66666666666,-1.8266666666666667
2022-04-11,93.92,97.84,97.95,92.6,156570.0,-3.9
2022-04-12,100.15,94.84,100.82,94.52,168890.0,6.63
2022-04-13,103.79,100.35,104.0,99.51,186110.0,3.63
2022-04-14,106.38,103.79,107.0,101.69,159770.0,2.5
2022-04-15,106.6875,104.45750000000001,107.55,102.625,170507.5,2.165
2022-04-16,106.995,105.125,108.1,103.56,181245.0,1.83
2022-04-17,107.3025,105.79249999999999,108.65,104.495,191982.5,1.4949999999999999
2022-04-18,107.61,106.46,109.2,105.43,202720.0,1.16
2022-04-19,102.05,107.06,108.37,101.51,339810.0,-5.17
2022-04-20,102.19,102.38,103.96,99.88,299030.0,0.14
2022-04-21,102.96,101.66,104.47,101.25,74660.0,0.75
2022-04-22,101.05,102.01,103.34,100.08,60240.0,-1.86
2022-04-23,99.92333333333333,101.46666666666667,102.38666666666667,98.21,69376.66666666667,-2.3533333333333335
2022-04-24,98.79666666666667,100.92333333333333,101.43333333333334,96.34,78513.33333333333,-2.8466666666666667
2022-04-25,97.67,100.38,100.48,94.47,87650.0,-3.34
2022-04-26,100.41,97.77,101.5,96.37,100120.0,2.81
2022-04-27,100.68,100.76,101.68,98.65,76990.0,0.27
2022-04-28,103.47,100.59,103.77,98.75,104930.0,2.77
2022-04-29,102.94,103.12,105.99,102.14,98350.0,-0.51
2022-04-30,103.1,102.79666666666667,105.39,101.05,95376.66666666667,-0.18333333333333335
2022-05-01,103.26,102.47333333333334,104.78999999999999,99.96000000000001,92403.33333333333,0.1433333333333333
2022-05-02,103.42,102.15,104.19,98.87,89430.0,0.47
2022-05-03,100.9,103.19,104.06,100.58,97510.0,-2.44
2022-05-04,106.22,101.99,107.0,101.41,92050.0,5.27
2022-05-05,106.74,106.07,109.77,104.95,97440.0,0.49
2022-05-06,108.33,107.07,109.53,105.72,119330.0,1.49
2022-05-07,106.14333333333333,107.70333333333333,109.35333333333334,104.08333333333333,129033.33333333333,-1.0266666666666666
2022-05-08,103.95666666666666,108.33666666666666,109.17666666666666,102.44666666666667,138736.66666666666,-3.543333333333333
2022-05-09,101.77,108.97,109.0,100.81,148440.0,-6.06
2022-05-10,98.45,100.96,102.78,97.61,156440.0,-3.26
2022-05-11,104.03,97.74,104.74,96.93,179720.0,5.67
2022-05-12,104.4,103.94,105.55,101.11,179610.0,0.36
2022-05-13,108.63,104.91,108.77,104.64,134310.0,4.05
2022-05-14,109.69333333333333,106.27333333333333,110.00333333333333,105.18333333333334,144886.66666666666,3.6799999999999997
2022-05-15,110.75666666666666,107.63666666666667,111.23666666666666,105.72666666666666,155463.33333333334,3.31
2022-05-16,111.82,109.0,112.47,106.27,166040.0,2.94
2022-05-17,109.63,111.61,113.2,108.96,204750.0,-1.96
2022-05-18,107.04,110.77,112.39,106.06,311840.0,-2.36
2022-05-19,109.89,106.96,110.16,103.24,340080.0,2.66
2022-05-20,110.28,109.26,111.04,108.13,229930.0,0.35
2022-05-21,109.36666666666667,108.62,110.28,107.52666666666666,176790.0,-0.5933333333333334
2022-05-22,108.45333333333333,107.98,109.52000000000001,106.92333333333333,123650.0,-1.5366666666666666
2022-05-23,107.54,107.34,108.76,106.32,70510.0,-2.48
2022-05-24,107.2,107.68,108.76,105.94,65220.0,-0.32
2022-05-25,107.75,107.68,108.97,106.71,56920.0,0.51
2022-05-26,111.25,108.05,111.88,107.6,78220.0,3.25
2022-05-27,112.23,111.25,112.42,110.06,57720.0,0.88
2022-05-28,113.92,113.275,114.11500000000001,112.63,71667.5,1.9449999999999998
2022-05-29,115.61,115.3,115.81,115.2,85615.0,3.01
2022-05-30,117.61,115.58,117.79,115.39,99562.5,1.73
2022-05-31,111.91,112.1,117.07,111.5,113510.0,-4.85
2022-06-01,112.72,112.74,115.0,111.86,91070.0,0.72
2022-06-02,114.3,112.27,115.1,108.94,114860.0,1.4
2022-06-03,116.23,114.9,117.77,112.73,74480.0,1.69
2022-06-04,116.17333333333333,115.99000000000001,117.94,113.53666666666668,75523.33333333333,1.0766666666666667
2022-06-05,116.11666666666667,117.08,118.11,114.34333333333333,76566.66666666667,0.4633333333333334
2022-06-06,116.06,118.17,118.28,115.15,77610.0,-0.15
2022-06-07,117.1,116.66,118.0,115.04,140800.0,0.9
2022-06-08,119.78,117.7,120.75,117.02,131930.0,2.29
2022-06-09,119.09,120.11,120.4,118.52,122090.0,-0.58
2022-06-10,118.12,119.07,120.15,115.84,133850.0,-0.81
2022-06-11,118.16333333333334,118.61666666666666,119.95666666666666,115.52666666666667,139250.0,-0.5033333333333334
2022-06-12,118.20666666666666,118.16333333333333,119.76333333333334,115.21333333333334,144650.0,-0.19666666666666666
2022-06-13,118.25,117.71,119.57,114.9,150050.0,0.11
2022-06-14,116.26,118.45,120.88,114.2,203950.0,-1.68
2022-06-15,113.09,116.41,116.93,112.37,198930.0,-2.73
2022-06-16,115.25,114.09,115.73,110.43,291850.0,1.91
2022-06-17,107.99,114.74,116.58,106.4,426000.0,-6.3
2022-06-18,108.465,111.85499999999999,112.96000000000001,107.59,426315.0,-2.71
2022-06-19,108.94,108.97,109.34,108.78,426630.0,0.88
2022-06-20,108.84,108.97,109.17,106.84,426945.0,-0.09
2022-06-21,109.52,108.75,111.16,106.82,427260.0,0.62
2022-06-22,103.99,107.33,107.56,99.66,141200.0,-5.05
2022-06-23,101.58,102.53,104.62,100.24,120060.0,-2.32
2022-06-24,104.45,101.31,105.44,100.84,116650.0,2.83
2022-06-25,105.09333333333333,102.33,106.05333333333333,101.38666666666667,107810.0,2.5033333333333334
2022-06-26,105.73666666666666,103.35000000000001,106.66666666666667,101.93333333333334,98970.0,2.1766666666666667
2022-06-27,106.38,104.37,107.28,102.48,90130.0,1.85
2022-06-28,108.89,107.0,109.31,106.59,107610.0,2.36
2022-06-29,107.01,109.0,111.14,106.45,101280.0,-1.73
2022-06-30,103.1,106.67,107.76,102.68,156010.0,-3.65
2022-07-01,105.39,103.33,106.26,101.94,99690.0,2.22
2022-07-02,106.78999999999999,106.0,107.535,105.03999999999999,124610.0,2.4400000000000004
2022-07-03,108.19,108.67,108.81,108.14,149530.0,2.66
2022-07-04,110.4,108.17,110.77,107.25,174450.0,2.04
2022-07-05,96.52,105.6,108.28,94.62,199370.0,-12.57
2022-07-06,94.98,97.44,99.11,92.18,166600.0,-1.6
2022-07-07,99.25,94.62,100.78,93.0,144920.0,4.5
2022-07-08,101.53,98.92,101.97,98.4,124090.0,2.3
2022-07-09,101.42333333333333,99.72333333333333,101.98,98.24666666666667,130223.33333333333,1.4266666666666667
2022-07-10,101.31666666666666,100.52666666666667,101.99,98.09333333333333,136356.66666666666,0.5533333333333335
2022-07-11,101.21,101.33,102.0,97.94,142490.0,-0.32
2022-07-12,93.31,100.57,100.57,92.83,191250.0,-7.81
2022-07-13,93.83,93.3,95.34,91.14,187170.0,0.56
2022-07-14,92.83,94.14,94.49,88.23,255520.0,-1.07
2022-07-15,94.57,93.51,96.05,91.64,189250.0,1.87
2022-07-16,96.18666666666667,93.78666666666668,97.24,92.05333333333333,223400.0,2.956666666666667
2022-07-17,97.80333333333333,94.06333333333333,98.43,92.46666666666667,257550.0,4.043333333333333
2022-07-18,99.42,94.34,99.62,92.88,291700.0,5.13
2022-07-19,100.74,98.86,100.99,96.52,327210.0,1.33
2022-07-20,99.88,100.34,100.72,98.16,315620.0,-0.85
2022-07-21,93.78,96.88,96.93,91.84,106700.0,-6.11
2022-07-22,92.43,93.78,95.24,91.77,106600.0,-1.44
2022-07-23,93.09333333333333,93.46333333333334,95.03333333333333,91.44333333333333,101966.66666666667,-0.2433333333333334
2022-07-24,93.75666666666667,93.14666666666666,94.82666666666667,91.11666666666667,97333.33333333333,0.9533333333333331
2022-07-25,94.42,92.83,94.62,90.79,92700.0,2.15
2022-07-26,92.88,93.95,96.6,92.64,89070.0,-1.63
2022-07-27,95.29,93.51,96.53,92.3,105400.0,2.59
2022-07-28,94.65,96.09,97.82,94.28,96140.0,-0.67
2022-07-29,96.75,95.42,99.75,94.59,116640.0,2.22
2022-07-30,95.29666666666667,95.76,98.72666666666667,93.38,126033.33333333333,-0.023333333333333428
2022-07-31,93.84333333333333,96.1,97.70333333333333,92.17,135426.66666666666,-2.266666666666667
2022-08-01,92.39,96.44,96.68,90.96,144820.0,-4.51
2022-08-02,93.22,92.2,95.09,91.11,133900.0,0.9
2022-08-03,89.74,92.69,95.33,89.47,141600.0,-3.73
2022-08-04,87.56,89.99,90.88,86.62,107060.0,-2.43
2022-08-05,88.08,87.04,89.72,86.06,134180.0,0.59
2022-08-06,88.69666666666667,87.2,89.83333333333333,86.15,132813.33333333334,1.0933333333333333
2022-08-07,89.31333333333333,87.36,89.94666666666667,86.24,131446.6666666667,1.5966666666666667
2022-08-08,89.93,87.52,90.06,86.33,130080.00000000001,2.1
2022-08-09,89.67,89.87,91.8,88.29,130889.99999999999,-0.29
2022-08-10,91.2,89.71,91.63,87.04,157220.0,1.71
2022-08-11,93.53,90.82,94.17,90.57,162980.0,2.55
2022-08-12,91.46,93.33,94.02,90.53,132280.0,-2.21
2022-08-13,90.58999999999999,92.65333333333334,93.17,89.11666666666667,132923.33333333334,-2.4233333333333333
2022-08-14,89.72,91.97666666666666,92.32,87.70333333333333,133566.66666666666,-2.6366666666666667
2022-08-15,88.85,91.3,91.47,86.29,134210.0,-2.85
2022-08-16,86.16,87.39,90.07,85.37,191530.0,-3.03
2022-08-17,87.69,86.71,88.66,85.48,187600.0,1.78
2022-08-18,90.11,87.1,91.03,86.92,247560.0,2.76
2022-08-19,90.44,90.0,91.69,87.95,255420.0,0.37
2022-08-20,90.41333333333333,89.87666666666667,91.47,87.39333333333333,287836.6666666667,0.21666666666666667
2022-08-21,90.38666666666667,89.75333333333333,91.25,86.83666666666667,320253.3333333333,0.06333333333333335
2022-08-22,90.36,89.63,91.03,86.28,352670.0,-0.09
2022-08-23,93.25,90.1,93.65,90.1,92180.0,3.2
2022-08-24,94.4,93.23,94.92,92.36,92600.0,1.23
2022-08-25,92.19,94.82,95.3,91.95,81500.0,-2.34
2022-08-26,92.39,92.68,93.62,90.69,100620.0,0.22
2022-08-27,93.65666666666667,92.54666666666667,94.56666666666666,91.01333333333334,95426.66666666667,1.5166666666666666
2022-08-28,94.92333333333333,92.41333333333334,95.51333333333334,91.33666666666666,90233.33333333333,2.8133333333333335
2022-08-29,96.19,92.28,96.46,91.66,85040.0,4.11
2022-08-30,91.17,95.8,96.82,90.06,120370.0,-5.22
2022-08-31,89.03,91.85,92.26,87.92,99450.0,-2.35
2022-09-01,86.22,88.31,89.1,85.62,85180.0,-3.16
2022-09-02,86.48,85.99,89.15,85.93,81800.0,0.3
2022-09-03,87.36500000000001,86.44999999999999,88.715,86.42,87515.0,1.1749999999999998
2022-09-04,88.25,86.91,88.28,86.91,93230.0,2.05
2022-09-05,88.96,88.27,90.37,87.98,98945.0,0.8
2022-09-06,86.51,86.49,89.99,85.88,104660.0,-2.75
2022-09-07,81.63,86.53,87.33,81.18,123250.0,-5.64
2022-09-08,83.07,81.57,83.72,80.89,131420.0,1.76
2022-09-09,86.36,82.3,86.68,82.23,139120.0,3.96
2022-09-10,86.71,83.48,87.33333333333334,83.08,137340.0,3.0466666666666664
2022-09-11,87.06,84.66,87.98666666666666,83.93,135560.0,2.133333333333333
2022-09-12,87.41,85.84,88.64,84.78,133780.0,1.22
2022-09-13,86.89,87.82,88.9,84.66,183480.0,-0.59
2022-09-14,88.05,87.24,89.63,85.75,208020.0,1.34
2022-09-15,84.65,88.7,88.7,84.09,182290.0,-3.86
2022-09-16,84.76,84.66,86.18,83.86,231140.0,0.13
2022-09-17,84.96000000000001,84.71,86.08,83.15,241726.66666666666,0.32333333333333336
2022-09-18,85.16,84.76,85.98,82.44,252313.33333333334,0.5166666666666666
2022-09-19,85.36,84.81,85.88,81.73,262900.0,0.71
2022-09-20,83.94,85.02,86.12,83.01,279810.0,-1.66
2022-09-21,82.43,83.6,85.99,82.0,144130.0,-1.8
2022-09-22,83.03,82.54,85.44,81.89,121080.0,0.73
2022-09-23,78.25,83.15,83.45,77.64,143230.0,-5.76
2022-09-24,77.56,81.68333333333334,82.22,76.99333333333334,130896.66666666667,-4.723333333333333
2022-09-25,76.87,80.21666666666667,80.99000000000001,76.34666666666666,118563.33333333333,-3.6866666666666665
2022-09-26,76.18,78.75,79.76,75.7,106230.0,-2.65
2022-09-27,77.81,75.9,78.92,75.88,123820.0,2.14
2022-09-28,81.24,77.38,81.4,75.84,156310.0,4.41
2022-09-29,80.42,81.0,81.99,79.45,127460.0,-1.01
2022-09-30,78.72,80.86,81.72,78.36,95340.0,-2.11
2022-10-01,80.04666666666667,80.67,82.35,78.97,108890.0,0.28000000000000025
2022-10-02,81.37333333333333,80.48,82.98,79.58,122440.0,2.6700000000000004
2022-10-03,82.7,80.29,83.61,80.19,135990.0,5.06
2022-10-04,85.5,82.57,85.98,82.33,156000.0,3.39
2022-10-05,86.84,85.3,87.42,84.53,160030.0,1.57
2022-10-06,87.59,87.12,88.2,86.15,108490.0,0.86
2022-10-07,91.35,88.12,92.0,87.15,242270.0,4.29
2022-10-08,90.84666666666666,89.49000000000001,92.11333333333333,87.86333333333334,213543.33333333334,2.3100000000000005
2022-10-09,90.34333333333333,90.86,92.22666666666667,88.57666666666667,184816.66666666666,0.3300000000000005
2022-10-10,89.84,92.23,92.34,89.29,156090.0,-1.65
2022-10-11,87.97,89.75,90.15,86.59,187520.0,-2.08
2022-10-12,86.06,87.25,88.66,85.05,211340.0,-2.17
2022-10-13,87.95,86.01,88.38,84.43,185660.0,2.2
2022-10-14,84.65,88.15,88.52,84.22,161130.0,-3.75
2022-10-15,84.61,86.97666666666667,87.74,84.04666666666667,165483.33333333334,-2.546666666666667
2022-10-16,84.57000000000001,85.80333333333333,86.96000000000001,83.87333333333333,169836.66666666666,-1.3433333333333333
2022-10-17,84.53,84.63,86.18,83.7,174190.0,-0.14
2022-10-18,82.07,84.8,85.53,81.3,367500.0,-2.91
2022-10-19,84.52,82.91,85.02,81.72,357720.0,2.99
2022-10-20,84.51,84.91,87.14,84.16,338340.0,-0.01
2022-10-21,83.95,83.78,84.64,82.05,83090.0,-0.66
2022-10-22,83.83,83.87,84.69333333333333,81.90333333333334,74853.33333333333,-0.5833333333333334
2022-10-23,83.71000000000001,83.96,84.74666666666667,81.75666666666666,66616.66666666667,-0.5066666666666667
2022-10-24,83.59,84.05,84.8,81.61,58380.0,-0.43
2022-10-25,84.31,83.93,85.0,82.14,77800.0,0.86
2022-10-26,86.68,84.03,87.17,83.17,80030.0,2.81
2022-10-27,87.83,87.06,88.45,86.12,110530.0,1.33
2022-10-28,86.61,87.41,87.51,85.86,78710.0,-1.39
2022-10-29,86.20666666666666,87.29333333333334,87.46000000000001,85.29333333333334,79606.66666666667,-1.3933333333333333
2022-10-30,85.80333333333334,87.17666666666666,87.41,84.72666666666666,80503.33333333333,-1.3966666666666665
2022-10-31,85.4,87.06,87.36,84.16,81400.0,-1.4
2022-11-01,87.19,85.2,88.27,84.85,81920.0,2.1
2022-11-02,88.86,87.42,89.14,86.6,86740.0,1.92
2022-11-03,87.18,88.32,88.53,86.55,80430.0,-1.89
2022-11-04,91.45,86.92,91.67,86.84,104870.0,4.9
2022-11-05,91.21000000000001,88.11333333333333,91.95666666666666,87.66333333333334,117693.33333333333,3.003333333333334
2022-11-06,90.97,89.30666666666667,92.24333333333334,88.48666666666666,130516.66666666667,1.106666666666667
2022-11-07,90.73,90.5,92.53,89.31,143340.0,-0.79
2022-11-08,88.0,90.82,91.1,87.63,162910.0,-3.01
2022-11-09,85.0,87.73,88.26,84.69,200280.0,-3.41
2022-11-10,85.66,84.96,86.49,83.9,160490.0,0.78
2022-11-11,88.16,85.4,89.2,85.36,154790.0,2.92
2022-11-12,87.16,86.34666666666666,89.14333333333333,85.07666666666667,164370.0,0.813333333333333
2022-11-13,86.16,87.29333333333334,89.08666666666667,84.79333333333334,173950.0,-1.293333333333334
2022-11-14,85.16,88.24,89.03,84.51,183530.0,-3.4
2022-11-15,86.25,84.62,88.05,83.54,239600.0,1.28
2022-11-16,85.0,86.23,86.9,83.67,191290.0,-1.45
2022-11-17,81.4,84.98,84.98,81.19,390060.0,-4.24
2022-11-18,80.11,81.86,82.43,77.59,480540.0,-1.58
2022-11-19,80.08666666666667,81.32666666666667,81.78666666666668,76.81666666666666,478726.6666666667,-1.0833333333333335
2022-11-20,80.06333333333333,80.79333333333334,81.14333333333333,76.04333333333334,476913.3333333333,-0.5866666666666668
2022-11-21,80.04,80.26,80.5,75.27,475100.0,-0.09
2022-11-22,80.73,80.14,82.03,79.74,85200.0,0.86
2022-11-23,78.07,80.86,81.7,76.95,120390.0,-3.29
2022-11-24,77.95,77.53,78.19,76.92,89955.0,-0.15
2022-11-25,76.43,77.57,79.92,76.37,59520.0,-1.95
2022-11-26,76.73,77.11,79.24333333333334,75.50333333333333,83886.66666666667,-0.9066666666666667
2022-11-27,77.03,76.64999999999999,78.56666666666666,74.63666666666667,108253.33333333334,0.1366666666666665
2022-11-28,77.33,76.19,77.89,73.77,132620.0,1.18
2022-11-29,78.28,76.66,79.73,76.4,109110.0,1.23
2022-11-30,80.66,78.98,81.41,78.48,90290.0,3.04
2022-12-01,81.14,80.61,83.27,80.07,116200.0,0.6
2022-12-02,80.05,81.35,82.12,79.73,96430.0,-1.34
2022-12-03,79.06,80.91,82.33,78.79333333333334,99293.33333333333,-2.13
2022-12-04,78.07,80.47,82.54,77.85666666666667,102156.66666666667,-2.92
2022-12-05,77.08,80.03,82.75,76.92,105020.0,-3.71
2022-12-06,74.46,77.46,78.05,73.62,120670.0,-3.4
2022-12-07,72.28,74.73,75.53,72.06,148540.0,-2.93
2022-12-08,71.58,72.65,75.19,71.27,245390.0,-0.97
2022-12-09,71.21,71.92,73.0,70.31,146590.0,-0.52
2022-12-10,71.89999999999999,71.95333333333333,73.33333333333333,70.36666666666667,147383.33333333334,0.6233333333333333
2022-12-11,72.59,71.98666666666666,73.66666666666667,70.42333333333333,148176.66666666666,1.7666666666666666
2022-12-12,73.28,72.02,74.0,70.48,148970.0,2.91
2022-12-13,75.44,73.43,76.3,73.33,190740.0,2.95
2022-12-14,77.31,75.22,77.76,74.96,185520.0,2.48
2022-12-15,76.15,77.4,77.83,75.41,188500.0,-1.5
2022-12-16,74.46,76.33,76.58,73.4,271860.0,-2.22
2022-12-17,74.76666666666667,75.76,76.6,73.61,267060.0,-1.0666666666666669
2022-12-18,75.07333333333332,75.19,76.62,73.82000000000001,262260.0,0.08666666666666645
2022-12-19,75.38,74.62,76.64,74.03,257459.99999999997,1.24
2022-12-20,76.23,75.77,76.96,74.46,254790.0,1.13
2022-12-21,78.24,76.0,78.56,75.81,65190.0,2.64
2022-12-22,77.42,78.28,79.77,77.01,62700.0,-1.05
2022-12-23,79.64,78.14,80.19,77.87,79460.0,2.87
2022-12-24,80.08333333333333,78.73333333333333,80.48,78.55333333333334,76517.5,2.47
2022-12-25,80.52666666666667,79.32666666666667,80.77,79.23666666666666,73575.0,2.07
2022-12-26,80.97,79.92,81.06,79.92,70632.5,1.67
2022-12-27,79.64,79.99,81.21,79.28,67690.0,-1.64
2022-12-28,79.08,80.02,80.02,77.45,62680.0,-0.7
2022-12-29,78.5,79.01,79.01,76.94,53320.0,-0.73
2022-12-30,80.45,78.75,80.81,77.85,72810.0,2.48
2022-12-31,80.45666666666666,79.35666666666667,80.74333333333334,78.62666666666667,89567.5,1.6600000000000001
2023-01-01,80.46333333333334,79.96333333333332,80.67666666666666,79.40333333333334,106325.0,0.8400000000000001
2023-01-02,80.47,80.57,80.61,80.18,123082.5,0.02
2023-01-03,77.12,80.66,81.62,76.81,139840.0,-4.16
2023-01-04,73.1,77.41,77.62,73.01,149770.0,-5.21
2023-01-05,73.92,73.51,75.15,72.74,112450.0,1.12
2023-01-06,74.04,74.18,75.71,73.52,95220.0,0.16
2023-01-07,74.33333333333334,74.07666666666667,76.13,73.61,114880.0,0.5033333333333333
2023-01-08,74.62666666666667,73.97333333333334,76.55,73.7,134540.0,0.8466666666666667
2023-01-09,74.92,73.87,76.97,73.79,154200.0,1.19
2023-01-10,75.37,75.16,76.16,74.16,164980.0,0.6
2023-01-11,77.68,75.06,78.06,74.56,179830.0,3.06
