Date,Price,Open,High,Low,Vol.,Change %
2022-03-11,"1,090.00","1,035.75","1,044.75","1,030.75",10.0,1.51
2022-03-12,"1,090.00","1,123.50","1,147.30","1,064.25",13.333333333333334,1.0066666666666668
2022-03-13,"1,090.00","1,123.50","1,147.30","1,064.25",16.666666666666668,0.5033333333333334
2022-03-14,"1,090.00","1,123.50","1,147.30","1,064.25",20.0,0.0
2022-03-15,"1,154.25","1,106.00","1,160.75","1,088.25",30960.0,5.89
2022-03-16,"1,069.25","1,157.25","1,159.50","1,069.25",37910.0,-7.36
2022-03-17,"1,098.00","1,051.00","1,108.25","1,031.75",31160.0,2.69
2022-03-18,"1,063.75","1,095.00","1,106.00","1,055.75",19390.0,-3.12
2022-03-19,"1,119.25","1,075.00","1,148.75","1,061.75",25273.333333333332,-0.3400000000000003
2022-03-20,"1,119.25","1,075.00","1,148.75","1,061.75",31156.666666666664,2.4399999999999995
2022-03-21,"1,119.25","1,075.00","1,148.75","1,061.75",37040.0,5.22
2022-03-22,"1,118.25","1,119.25","1,169.25","1,102.25",29010.0,-0.09
2022-03-23,"1,105.75","1,119.25","1,139.00","1,101.00",24460.0,-1.12
2022-03-24,"1,085.75","1,105.75","1,115.00","1,080.50",22420.0,-1.81
2022-03-25,"1,102.25","1,089.50","1,109.00","1,064.75",27910.0,1.52
2022-03-26,"1,057.00","1,092.75","1,096.00","1,047.00",27326.666666666668,-0.3566666666666669
2022-03-27,"1,057.00","1,092.75","1,096.00","1,047.00",26743.333333333332,-2.233333333333334
2022-03-28,"1,057.00","1,092.75","1,096.00","1,047.00",26160.0,-4.11
2022-03-29,"1,014.25","1,047.00","1,068.25",972.00,45990.0,-4.04
2022-03-30,"1,027.25","1,015.00","1,041.75","1,002.25",26340.0,1.28
2022-03-31,"1,006.00","1,030.25","1,075.00","1,003.50",36850.0,-2.07
2022-04-01,984.50,"1,007.25","1,032.75",982.50,33850.0,-2.14
2022-04-02,"1,010.25",989.50,"1,014.50",984.75,31350.0,-0.5533333333333335
2022-04-03,"1,010.25",989.50,"1,014.50",984.75,28850.0,1.0333333333333332
2022-04-04,"1,010.25",989.50,"1,014.50",984.75,26350.0,2.62
2022-04-05,"1,045.25","1,020.50","1,074.00","1,020.00",26920.0,3.46
2022-04-06,"1,038.25","1,049.50","1,056.25","1,023.50",27910.0,-0.67
2022-04-07,"1,020.00","1,040.25","1,044.50","1,017.75",50500.0,-1.76
2022-04-08,"1,051.50","1,020.00","1,054.25","1,017.00",47600.0,3.09
2022-04-09,"1,081.25","1,056.00","1,091.75","1,055.00",50150.0,3.0033333333333334
2022-04-10,"1,081.25","1,056.00","1,091.75","1,055.00",52700.0,2.9166666666666665
2022-04-11,"1,081.25","1,056.00","1,091.75","1,055.00",55250.0,2.83
2022-04-12,"1,103.75","1,077.75","1,117.50","1,075.00",50430.0,2.08
2022-04-13,"1,113.50","1,102.50","1,124.25","1,078.00",53460.0,0.88
2022-04-14,"1,096.50","1,113.00","1,127.50","1,094.25",20650.0,-1.53
2022-04-15,"1,095.75","1,095.75","1,095.75","1,095.75",18780.0,-0.07
2022-04-16,"1,120.50","1,099.25","1,134.75","1,098.25",16910.0,0.7066666666666666
2022-04-17,"1,120.50","1,099.25","1,134.75","1,098.25",15040.0,1.483333333333333
2022-04-18,"1,120.50","1,099.25","1,134.75","1,098.25",13170.0,2.26
2022-04-19,"1,099.00","1,123.25","1,135.00","1,096.00",18100.0,-1.92
2022-04-20,"1,088.00","1,094.75","1,109.75","1,066.75",15110.0,-1.0
2022-04-21,"1,068.00","1,094.25","1,094.25","1,052.50",11170.0,-1.84
2022-04-22,"1,065.50","1,070.00","1,076.00","1,052.50",15260.0,-0.23
2022-04-23,"1,062.00","1,065.75","1,080.00","1,045.75",14200.0,-0.26333333333333336
2022-04-24,"1,062.00","1,065.75","1,080.00","1,045.75",13140.0,-0.2966666666666667
2022-04-25,"1,062.00","1,065.75","1,080.00","1,045.75",12080.0,-0.33
2022-04-26,"1,083.25","1,069.75","1,096.00","1,066.75",9540.0,2.0
2022-04-27,"1,080.00","1,081.25","1,087.00","1,067.75",7090.0,-0.3
2022-04-28,"1,074.00","1,082.50","1,094.00","1,070.00",6970.0,-0.56
2022-04-29,"1,043.75","1,071.25","1,085.00","1,043.75",580.0,-2.82
2022-04-30,"1,043.50","1,037.50","1,050.25","1,029.25",500.0,-1.8866666666666667
2022-05-01,"1,043.50","1,037.50","1,050.25","1,029.25",420.0,-0.9533333333333334
2022-05-02,"1,043.50","1,037.50","1,050.25","1,029.25",340.0,-0.02
2022-05-03,"1,033.75","1,045.00","1,056.00","1,039.50",180.0,-0.93
2022-05-04,"1,066.00","1,042.25","1,069.75","1,042.25",290.0,3.12
2022-05-05,"1,096.00","1,084.50","1,087.25","1,084.50",180.0,2.81
2022-05-06,"1,097.00","1,098.50","1,098.50","1,098.50",70.0,0.09
2022-05-07,"1,083.25","1,084.00","1,086.00","1,081.50",76.66666666666667,-0.3566666666666667
2022-05-08,"1,083.25","1,084.00","1,086.00","1,081.50",83.33333333333333,-0.8033333333333335
2022-05-09,"1,083.25","1,084.00","1,086.00","1,081.50",90.0,-1.25
2022-05-10,"1,083.25","1,096.75","1,098.50","1,092.00",40.0,0.0
2022-05-11,"1,108.75","1,109.25","1,115.00","1,100.00",50.0,2.35
2022-05-12,"1,174.50","1,107.75","1,128.75","1,103.25",160.0,5.93
2022-05-13,"1,167.25","1,172.75","1,198.50","1,158.50",0.0,-0.62
2022-05-14,"1,247.50","1,234.25","1,247.50","1,222.25",17923.333333333332,1.88
2022-05-15,"1,247.50","1,234.25","1,247.50","1,222.25",35846.666666666664,4.38
2022-05-16,"1,247.50","1,234.25","1,247.50","1,222.25",53770.0,6.88
2022-05-17,"1,277.50","1,268.00","1,284.00","1,200.75",73670.0,2.4
2022-05-18,"1,230.75","1,278.50","1,280.00","1,211.50",57090.0,-3.66
2022-05-19,"1,200.50","1,222.00","1,247.75","1,193.50",54780.0,-2.46
2022-05-20,"1,168.75","1,208.00","1,208.00","1,168.00",40070.0,-2.64
2022-05-21,"1,190.00","1,181.75","1,196.75","1,174.75",39426.666666666664,-1.1533333333333335
2022-05-22,"1,190.00","1,181.75","1,196.75","1,174.75",38783.333333333336,0.33333333333333304
2022-05-23,"1,190.00","1,181.75","1,196.75","1,174.75",38140.0,1.82
2022-05-24,"1,154.75","1,196.00","1,208.75","1,138.00",52750.0,-2.96
2022-05-25,"1,148.25","1,154.50","1,158.50","1,114.50",51660.0,-0.56
2022-05-26,"1,143.25","1,133.00","1,160.25","1,115.00",38510.0,-0.44
2022-05-27,"1,157.50","1,143.25","1,170.25","1,133.50",25540.0,1.25
2022-05-28,"1,155.38","1,157.50","1,157.50","1,155.38",36195.0,0.7733333333333334
2022-05-29,"1,155.38","1,157.50","1,157.50","1,155.38",46850.0,0.29666666666666675
2022-05-30,"1,155.38","1,157.50","1,157.50","1,155.38",57505.0,-0.18
2022-05-31,"1,087.50","1,157.00","1,157.25","1,087.50",68160.0,-5.88
2022-06-01,"1,041.25","1,091.00","1,098.00","1,027.25",81450.0,-4.25
2022-06-02,"1,058.25","1,043.25","1,075.00","1,037.25",58140.0,1.63
2022-06-03,"1,040.00","1,061.50","1,069.25","1,036.25",40840.0,-1.72
2022-06-04,"1,093.00","1,060.00","1,108.75","1,060.00",47463.333333333336,0.553333333333333
2022-06-05,"1,093.00","1,060.00","1,108.75","1,060.00",54086.666666666664,2.826666666666666
2022-06-06,"1,093.00","1,060.00","1,108.75","1,060.00",60710.0,5.1
2022-06-07,"1,071.75","1,093.00","1,101.00","1,058.50",84920.0,-1.94
2022-06-08,"1,074.75","1,073.00","1,089.00","1,061.75",68010.0,0.28
2022-06-09,"1,071.25","1,076.25","1,082.00","1,044.25",70950.0,-0.33
2022-06-10,"1,070.75","1,074.50","1,081.25","1,053.00",62710.0,-0.05
2022-06-11,"1,071.00","1,073.00","1,093.50","1,053.50",62676.666666666664,-0.02666666666666667
2022-06-12,"1,071.00","1,073.00","1,093.50","1,053.50",62643.333333333336,-0.003333333333333334
2022-06-13,"1,071.00","1,073.00","1,093.50","1,053.50",62610.0,0.02
2022-06-14,"1,050.25","1,071.00","1,072.75","1,046.50",34010.0,-1.94
2022-06-15,"1,050.00","1,055.00","1,058.75","1,036.50",32820.0,-0.02
2022-06-16,"1,078.25","1,050.25","1,084.75","1,047.00",38170.0,2.69
2022-06-17,"1,034.25","1,078.25","1,083.75","1,030.25",42370.0,-4.08
2022-06-18,975.25,"1,032.00","1,033.25",973.50,45450.0,-4.485
2022-06-19,975.25,"1,032.00","1,033.25",973.50,48530.0,-4.890000000000001
2022-06-20,975.25,"1,032.00","1,033.25",973.50,51610.0,-5.295
2022-06-21,975.25,"1,032.00","1,033.25",973.50,54690.0,-5.7
2022-06-22,976.50,977.25,"1,007.25",960.00,35050.0,0.13
2022-06-23,937.25,973.25,974.50,934.50,32880.0,-4.02
2022-06-24,923.75,936.25,962.50,921.75,28750.0,-1.44
2022-06-25,904.00,922.00,940.00,900.50,28106.666666666668,-1.6733333333333333
2022-06-26,904.00,922.00,940.00,900.50,27463.333333333332,-1.9066666666666667
2022-06-27,904.00,922.00,940.00,900.50,26820.0,-2.14
2022-06-28,921.25,908.00,935.00,907.25,23640.0,1.91
2022-06-29,915.50,922.00,940.00,913.75,12310.0,-0.62
2022-06-30,868.75,914.25,917.75,869.50,2290.0,-5.11
2022-07-01,831.25,876.00,878.00,832.75,420.0,-4.32
2022-07-02,793.75,829.00,829.00,797.50,335.0,-4.3675
2022-07-03,793.75,829.00,829.00,797.50,250.0,-4.415
2022-07-04,793.75,829.00,829.00,797.50,165.0,-4.4625
2022-07-05,793.75,829.00,829.00,797.50,80.0,-4.51
2022-07-06,792.25,791.00,813.00,779.00,380.0,-0.19
2022-07-07,824.50,816.00,825.25,816.00,190.0,4.07
2022-07-08,879.25,843.50,872.25,841.75,110.0,6.64
2022-07-09,843.75,888.00,888.00,849.25,106.66666666666667,3.0799999999999996
2022-07-10,843.75,888.00,888.00,849.25,103.33333333333333,-0.4800000000000004
2022-07-11,843.75,888.00,888.00,849.25,100.0,-4.04
2022-07-12,801.50,835.00,839.25,807.25,70.0,-5.01
2022-07-13,798.25,810.00,819.25,810.00,30.0,-0.41
2022-07-14,794.25,812.75,829.50,792.00,40.0,-0.5
2022-07-15,776.75,798.00,804.75,765.75,44620.0,-2.2
2022-07-16,812.75,787.25,825.00,778.50,43856.666666666664,0.07666666666666666
2022-07-17,812.75,787.25,825.00,778.50,43093.333333333336,2.3533333333333335
2022-07-18,812.75,787.25,825.00,778.50,42330.0,4.63
2022-07-19,812.25,808.50,822.25,792.50,45980.0,-0.06
2022-07-20,819.50,810.25,843.50,801.00,38890.0,0.89
2022-07-21,806.25,819.50,834.00,795.50,43050.0,-1.62
2022-07-22,759.00,803.25,807.25,754.00,66190.0,-5.86
2022-07-23,770.00,787.00,793.50,760.50,59956.666666666664,-3.4233333333333333
2022-07-24,770.00,787.00,793.50,760.50,53723.333333333336,-0.9866666666666664
2022-07-25,770.00,787.00,793.50,760.50,47490.0,1.45
2022-07-26,803.75,773.00,806.00,772.25,43800.0,4.38
2022-07-27,790.25,802.50,818.75,782.00,41490.0,-1.68
2022-07-28,817.00,786.25,824.25,786.25,37420.0,3.39
2022-07-29,807.75,817.00,845.75,801.00,47270.0,-1.13
2022-07-30,800.25,812.75,820.25,781.25,45206.666666666664,-1.0633333333333332
2022-07-31,800.25,812.75,820.25,781.25,43143.333333333336,-0.9966666666666667
2022-08-01,800.25,812.75,820.25,781.25,41080.0,-0.93
2022-08-02,774.75,795.00,795.75,772.75,47230.0,-3.19
2022-08-03,763.75,774.00,790.25,752.00,51390.0,-1.42
2022-08-04,782.50,768.00,789.50,758.25,46770.0,2.45
2022-08-05,775.75,782.00,796.75,769.75,51600.0,-0.86
2022-08-06,779.75,776.50,793.75,760.75,55870.0,-0.4
2022-08-07,779.75,776.50,793.75,760.75,60140.0,0.05999999999999994
2022-08-08,779.75,776.50,793.75,760.75,64410.0,0.52
2022-08-09,781.50,785.75,801.25,772.75,59020.0,0.22
2022-08-10,799.75,781.50,808.50,780.25,68230.0,2.34
2022-08-11,810.75,800.00,820.75,794.50,63670.0,1.38
2022-08-12,806.00,811.25,811.25,782.25,40650.0,-0.59
2022-08-13,800.75,802.00,804.50,778.00,37026.666666666664,-0.61
2022-08-14,800.75,802.00,804.50,778.00,33403.333333333336,-0.63
2022-08-15,800.75,802.00,804.50,778.00,29780.0,-0.65
2022-08-16,786.00,799.00,810.50,782.50,25480.0,-1.84
2022-08-17,763.25,785.25,797.00,759.50,29950.0,-2.89
2022-08-18,731.50,764.75,766.50,725.75,38270.0,-4.16
2022-08-19,753.25,733.00,756.75,727.25,18900.0,2.97
2022-08-20,770.50,754.00,774.00,744.50,20106.666666666668,2.7433333333333336
2022-08-21,770.50,754.00,774.00,744.50,21313.333333333332,2.5166666666666666
2022-08-22,770.50,754.00,774.00,744.50,22520.0,2.29
2022-08-23,782.75,770.00,802.50,767.25,26880.0,1.59
2022-08-24,795.00,782.25,799.75,775.00,23600.0,1.56
2022-08-25,769.75,794.75,803.50,766.50,18250.0,-3.18
2022-08-26,784.75,764.50,792.25,764.00,28060.0,1.95
2022-08-27,820.00,785.75,827.00,774.75,26663.333333333332,2.796666666666667
2022-08-28,820.00,785.75,827.00,774.75,25266.666666666668,3.6433333333333335
2022-08-29,820.00,785.75,827.00,774.75,23870.0,4.49
2022-08-30,798.25,818.50,824.00,794.00,12220.0,-2.65
2022-08-31,809.00,794.75,812.25,788.75,1710.0,1.35
2022-09-01,775.50,802.75,806.00,773.00,1050.0,-4.14
2022-09-02,793.00,793.75,795.25,790.00,440.0,2.26
2022-09-03,808.00,808.00,808.00,808.00,427.5,2.0749999999999997
2022-09-04,808.00,808.00,808.00,808.00,415.0,1.89
2022-09-05,812.25,812.25,812.25,812.25,402.5,0.53
2022-09-06,800.00,795.50,800.75,794.25,390.0,-1.51
2022-09-07,826.50,802.25,855.00,802.25,390.0,3.31
2022-09-08,810.50,815.00,816.50,805.50,310.0,-1.94
2022-09-09,853.25,810.00,849.75,810.00,40.0,5.27
2022-09-10,841.25,852.50,852.50,837.00,43.333333333333336,3.043333333333333
2022-09-11,841.25,852.50,852.50,837.00,46.666666666666664,0.8166666666666664
2022-09-12,841.25,852.50,852.50,837.00,50.0,-1.41
2022-09-13,842.75,850.00,850.00,839.00,30.0,0.18
2022-09-14,853.75,862.50,874.75,849.25,30.0,1.31
2022-09-15,845.00,874.00,884.75,843.25,52970.0,-1.02
2022-09-16,859.75,846.75,866.50,830.75,47240.0,1.75
2022-09-17,830.50,857.25,861.25,819.25,46953.333333333336,0.033333333333333215
2022-09-18,830.50,857.25,861.25,819.25,46666.666666666664,-1.6833333333333336
2022-09-19,830.50,857.25,861.25,819.25,46380.0,-3.4
2022-09-20,893.75,827.75,896.75,825.50,72770.0,7.62
2022-09-21,903.75,886.50,919.50,873.00,91300.0,1.12
2022-09-22,910.75,896.50,922.50,891.00,59590.0,0.77
2022-09-23,880.50,908.75,913.00,876.00,54240.0,-3.32
2022-09-24,858.00,877.00,890.75,854.25,52423.333333333336,-3.0666666666666664
2022-09-25,858.00,877.00,890.75,854.25,50606.666666666664,-2.8133333333333335
2022-09-26,858.00,877.00,890.75,854.25,48790.0,-2.56
2022-09-27,871.50,857.50,894.50,857.00,48800.0,1.57
2022-09-28,903.25,874.25,905.00,862.00,51300.0,3.64
2022-09-29,896.25,902.50,914.50,887.75,41360.0,-0.77
2022-09-30,921.50,899.75,945.75,892.75,78140.0,2.82
2022-10-01,912.00,930.00,938.75,908.50,69560.0,1.5366666666666666
2022-10-02,912.00,930.00,938.75,908.50,60980.0,0.2533333333333334
2022-10-03,912.00,930.00,938.75,908.50,52400.0,-1.03
2022-10-04,903.00,916.25,927.00,897.50,50520.0,-0.99
2022-10-05,902.00,903.25,919.75,894.25,39960.0,-0.11
2022-10-06,879.00,905.75,907.75,873.25,46420.0,-2.55
2022-10-07,880.25,883.25,896.75,872.50,38140.0,0.14
2022-10-08,938.00,895.25,949.75,891.50,51173.333333333336,2.2800000000000002
2022-10-09,938.00,895.25,949.75,891.50,64206.66666666667,4.42
2022-10-10,938.00,895.25,949.75,891.50,77240.0,6.56
2022-10-11,901.00,934.00,936.75,898.00,65150.00000000001,-3.94
2022-10-12,882.25,902.00,903.75,876.25,44740.0,-2.08
2022-10-13,892.25,883.75,906.25,863.00,63570.0,1.13
2022-10-14,859.75,894.25,898.75,857.25,45070.0,-3.64
2022-10-15,861.00,860.00,877.75,855.25,44263.333333333336,-2.376666666666667
2022-10-16,861.00,860.00,877.75,855.25,43456.666666666664,-1.1133333333333333
2022-10-17,861.00,860.00,877.75,855.25,42650.0,0.15
2022-10-18,849.50,862.00,866.00,832.75,46280.0,-1.34
2022-10-19,841.25,847.00,862.75,835.50,39810.0,-0.97
2022-10-20,849.25,844.50,855.75,836.75,34080.0,0.95
2022-10-21,850.75,850.25,863.00,833.00,41910.0,0.18
2022-10-22,838.75,853.75,856.50,833.50,40610.0,-0.3499999999999999
2022-10-23,838.75,853.75,856.50,833.50,39310.0,-0.8799999999999999
2022-10-24,838.75,853.75,856.50,833.50,38010.0,-1.41
2022-10-25,834.75,840.00,844.75,826.75,40780.0,-0.48
2022-10-26,840.50,836.25,846.50,824.00,39250.0,0.69
2022-10-27,838.50,843.50,858.00,833.50,36090.0,-0.24
2022-10-28,829.25,839.75,840.25,822.50,33950.0,-1.1
2022-10-29,882.25,884.50,893.25,853.75,55626.66666666667,1.3966666666666665
2022-10-30,882.25,884.50,893.25,853.75,77303.33333333334,3.893333333333333
2022-10-31,882.25,884.50,893.25,853.75,98980.0,6.39
2022-11-01,902.50,878.50,904.00,867.75,74350.0,2.3
2022-11-02,846.00,898.50,902.00,837.75,96130.0,-6.26
2022-11-03,840.50,844.75,849.00,827.75,48030.0,-0.65
2022-11-04,847.75,842.00,855.50,834.00,43970.0,0.86
2022-11-05,845.75,851.00,863.75,834.00,54933.333333333336,0.4933333333333333
2022-11-06,845.75,851.00,863.75,834.00,65896.66666666667,0.1266666666666666
2022-11-07,845.75,851.00,863.75,834.00,76860.0,-0.24
2022-11-08,827.75,847.75,855.00,824.75,72920.0,-2.13
2022-11-09,806.50,829.25,834.00,805.25,95230.0,-2.57
2022-11-10,803.50,806.75,815.75,795.50,77220.0,-0.37
2022-11-11,813.75,804.25,819.50,799.50,75490.0,1.28
2022-11-12,818.50,813.00,828.75,804.75,65363.333333333336,1.0466666666666666
2022-11-13,818.50,813.00,828.75,804.75,55236.66666666667,0.8133333333333332
2022-11-14,818.50,813.00,828.75,804.75,45110.0,0.58
2022-11-15,828.25,818.50,843.00,799.25,73690.0,1.19
2022-11-16,817.50,829.50,829.75,801.50,48020.0,-1.3
2022-11-17,806.75,818.25,818.25,793.75,40770.0,-1.31
2022-11-18,803.25,806.75,816.50,800.25,30560.0,-0.43
2022-11-19,799.25,805.25,808.75,786.00,31343.333333333332,-0.4533333333333333
2022-11-20,799.25,805.25,808.75,786.00,32126.666666666668,-0.4766666666666667
2022-11-21,799.25,805.25,808.75,786.00,32910.0,-0.5
2022-11-22,791.50,799.00,806.75,790.00,22210.0,-0.97
2022-11-23,793.50,791.75,797.50,781.25,21450.0,0.25
2022-11-24,792.38,793.25,793.25,791.62,21975.0,-0.14
2022-11-25,775.50,790.75,799.75,771.00,22500.0,-2.13
2022-11-26,756.75,771.25,774.25,750.25,28926.666666666668,-2.2266666666666666
2022-11-27,756.75,771.25,774.25,750.25,35353.333333333336,-2.3233333333333333
2022-11-28,756.75,771.25,774.25,750.25,41780.0,-2.42
2022-11-29,757.75,755.50,769.00,753.75,16740.0,0.13
2022-11-30,771.50,760.00,772.75,757.25,2250.0,1.81
2022-12-01,758.75,767.50,767.50,757.25,840.0,-1.65
2022-12-02,737.25,750.00,750.00,738.50,520.0,-2.83
2022-12-03,715.50,730.50,730.50,722.25,390.0,-2.87
2022-12-04,715.50,730.50,730.50,722.25,260.0,-2.91
2022-12-05,715.50,730.50,730.50,722.25,130.0,-2.95
2022-12-06,705.50,715.75,715.75,702.50,240.0,-1.4
2022-12-07,727.00,727.25,728.75,727.25,410.0,3.05
2022-12-08,724.25,721.00,726.75,721.00,230.0,-0.38
2022-12-09,712.75,749.75,752.50,730.75,50.0,-1.59
2022-12-10,733.00,741.75,760.00,738.25,120.0,-0.11333333333333351
2022-12-11,733.00,741.75,760.00,738.25,190.0,1.363333333333333
2022-12-12,733.00,741.75,760.00,738.25,260.0,2.84
2022-12-13,728.75,741.00,742.50,741.00,100.0,-0.58
2022-12-14,728.25,750.00,751.75,737.75,70.0,-0.07
2022-12-15,757.25,749.75,767.00,745.00,51210.0,3.98
2022-12-16,753.50,758.25,764.25,750.75,32610.0,-0.5
2022-12-17,748.50,755.00,759.75,738.75,35000.0,-0.5533333333333333
2022-12-18,748.50,755.00,759.75,738.75,37390.0,-0.6066666666666667
2022-12-19,748.50,755.00,759.75,738.75,39780.0,-0.66
2022-12-20,750.50,747.25,761.50,744.75,38340.0,0.27
2022-12-21,767.75,750.00,774.50,748.75,52900.0,2.3
2022-12-22,762.25,766.75,777.00,758.00,34650.0,-0.72
2022-12-23,776.00,762.00,778.00,758.00,25950.0,1.8
2022-12-24,774.50,781.25,784.50,769.00,26552.5,1.3025
2022-12-25,774.50,781.25,784.50,769.00,27155.0,0.805
2022-12-26,774.50,781.25,784.50,769.00,27757.5,0.3075000000000001
2022-12-27,774.50,781.25,784.50,769.00,28360.0,-0.19
2022-12-28,785.50,774.50,787.50,770.75,33180.0,1.42
2022-12-29,774.00,785.00,786.50,765.50,35940.0,-1.46
2022-12-30,792.00,775.50,799.00,771.50,34780.0,2.33
2022-12-31,775.50,786.00,794.50,769.75,38620.0,1.2275
2023-01-01,775.50,786.00,794.50,769.75,42460.0,0.125
2023-01-02,775.50,786.00,794.50,769.75,46300.0,-0.9775
2023-01-03,775.50,786.00,794.50,769.75,50140.0,-2.08
2023-01-04,745.50,780.50,780.50,744.25,51980.0,-3.87
2023-01-05,746.75,746.00,752.00,736.00,36790.0,0.17
2023-01-06,743.50,748.50,756.75,742.50,28670.0,-0.44
2023-01-07,741.50,748.00,758.00,740.25,34276.666666666664,-0.38333333333333336
2023-01-08,741.50,748.00,758.00,740.25,39883.333333333336,-0.32666666666666666
2023-01-09,741.50,748.00,758.00,740.25,45490.0,-0.27
2023-01-10,731.00,741.25,742.50,720.50,59340.0,-1.42
2023-01-11,740.00,730.25,742.25,724.50,37160.0,1.23
2023-01-12,742.75,739.00,747.25,723.00,64690.0,0.37
2023-01-13,743.75,743.50,748.50,737.25,34230.0,0.13
2023-01-14,751.75,742.50,755.75,728.75,37835.0,0.36750000000000005
2023-01-15,751.75,742.50,755.75,728.75,41440.0,0.605
2023-01-16,751.75,742.50,755.75,728.75,45045.0,0.8425
